,AvgAcc,Reg1Acc,Reg2Acc,numsub,numvox,TRs,n_clusters,corrstrength,bootstraps,noiselevel,SNR
0,0.5278538117378411,0.11416679267445017,0.941540830801232,1.0,500.0,400.0,2.0,0.5,0.0,2.0,0.25
0,0.8663025702897043,0.7967254136678706,0.9358797269115379,1.0,500.0,400.0,2.0,0.5,100.0,2.0,0.25
0,0.6463654204352931,0.7578227014189938,0.5349081394515924,1.0,500.0,400.0,2.0,0.5,200.0,2.0,0.25
0,0.7248484392969556,0.5779019430819116,0.8717949355119998,1.0,500.0,400.0,2.0,0.5,400.0,2.0,0.25
0,0.7186552493612042,0.5388052863166913,0.898505212405717,1.0,500.0,400.0,2.0,0.5,600.0,2.0,0.25
